time [dec. year], range [m], range-rate [m/s]
2024.1420970262, 180655.608432, 0.402914
2024.1420970578, 180656.011313, 0.402847
2024.1420970894, 180656.414126, 0.402779
2024.1420971210, 180656.816871, 0.402711
2024.1420971527, 180657.219547, 0.402641
2024.1420971843, 180657.622153, 0.402571
2024.1420972159, 180658.024688, 0.402499
2024.1420972475, 180658.427152, 0.402427
2024.1420972791, 180658.829543, 0.402354
2024.1420973108, 180659.231860, 0.402280
2024.1420973424, 180659.634103, 0.402206
2024.1420973740, 180660.036271, 0.402130
2024.1420974056, 180660.438363, 0.402054
2024.1420974373, 180660.840379, 0.401977
2024.1420974689, 180661.242317, 0.401899
2024.1420975005, 180661.644177, 0.401820
2024.1420975321, 180662.045957, 0.401741
2024.1420975638, 180662.447658, 0.401661
2024.1420975954, 180662.849279, 0.401580
2024.1420976270, 180663.250818, 0.401498
2024.1420976586, 180663.652275, 0.401416
2024.1420976902, 180664.053649, 0.401332
2024.1420977219, 180664.454939, 0.401248
2024.1420977535, 180664.856145, 0.401164
2024.1420977851, 180665.257267, 0.401078
2024.1420978167, 180665.658302, 0.400992
2024.1420978484, 180666.059251, 0.400905
2024.1420978800, 180666.460112, 0.400818
2024.1420979116, 180666.860886, 0.400729
2024.1420979432, 180667.261571, 0.400640
2024.1420979749, 180667.662166, 0.400551
2024.1420980065, 180668.062672, 0.400460
2024.1420980381, 180668.463086, 0.400369
2024.1420980697, 180668.863409, 0.400277
2024.1420981013, 180669.263640, 0.400185
2024.1420981330, 180669.663778, 0.400091
2024.1420981646, 180670.063823, 0.399997
2024.1420981962, 180670.463773, 0.399903
2024.1420982278, 180670.863628, 0.399808
2024.1420982595, 180671.263388, 0.399712
2024.1420982911, 180671.663051, 0.399615
2024.1420983227, 180672.062618, 0.399518
2024.1420983543, 180672.462086, 0.399419
2024.1420983860, 180672.861456, 0.399321
2024.1420984176, 180673.260727, 0.399221
2024.1420984492, 180673.659899, 0.399121
2024.1420984808, 180674.058969, 0.399020
2024.1420985124, 180674.457939, 0.398919
2024.1420985441, 180674.856807, 0.398817
2024.1420985757, 180675.255572, 0.398714
2024.1420986073, 180675.654234, 0.398610
2024.1420986389, 180676.052792, 0.398506
2024.1420986706, 180676.451245, 0.398401
2024.1420987022, 180676.849593, 0.398295
2024.1420987338, 180677.247835, 0.398189
2024.1420987654, 180677.645971, 0.398082
2024.1420987971, 180678.043999, 0.397974
2024.1420988287, 180678.441919, 0.397866
2024.1420988603, 180678.839730, 0.397757
2024.1420988919, 180679.237432, 0.397647
2024.1420989235, 180679.635024, 0.397537
2024.1420989552, 180680.032505, 0.397425
2024.1420989868, 180680.429875, 0.397314
2024.1420990184, 180680.827132, 0.397201
2024.1420990500, 180681.224277, 0.397088
2024.1420990817, 180681.621308, 0.396974
2024.1420991133, 180682.018225, 0.396860
2024.1420991449, 180682.415027, 0.396745
2024.1420991765, 180682.811714, 0.396629
2024.1420992082, 180683.208285, 0.396512
2024.1420992398, 180683.604739, 0.396395
2024.1420992714, 180684.001075, 0.396277
2024.1420993030, 180684.397293, 0.396159
2024.1420993346, 180684.793393, 0.396040
2024.1420993663, 180685.189373, 0.395920
2024.1420993979, 180685.585233, 0.395800
2024.1420994295, 180685.980973, 0.395679
2024.1420994611, 180686.376591, 0.395557
2024.1420994928, 180686.772087, 0.395435
2024.1420995244, 180687.167460, 0.395312
2024.1420995560, 180687.562711, 0.395188
2024.1420995876, 180687.957837, 0.395064
2024.1420996193, 180688.352839, 0.394939
2024.1420996509, 180688.747716, 0.394814
2024.1420996825, 180689.142467, 0.394688
2024.1420997141, 180689.537092, 0.394561
2024.1420997457, 180689.931589, 0.394434
2024.1420997774, 180690.325960, 0.394306
2024.1420998090, 180690.720202, 0.394178
2024.1420998406, 180691.114315, 0.394049
2024.1420998722, 180691.508299, 0.393919
2024.1420999039, 180691.902153, 0.393789
2024.1420999355, 180692.295876, 0.393658
2024.1420999671, 180692.689468, 0.393526
2024.1420999987, 180693.082928, 0.393394
2024.1421000304, 180693.476256, 0.393261
2024.1421000620, 180693.869451, 0.393128
2024.1421000936, 180694.262512, 0.392994
2024.1421001252, 180694.655439, 0.392860
2024.1421001569, 180695.048231, 0.392725
2024.1421001885, 180695.440887, 0.392589
2024.1421002201, 180695.833408, 0.392452
2024.1421002517, 180696.225792, 0.392316
2024.1421002833, 180696.618039, 0.392178
2024.1421003150, 180697.010148, 0.392040
2024.1421003466, 180697.402118, 0.391901
2024.1421003782, 180697.793950, 0.391762
2024.1421004098, 180698.185642, 0.391622
2024.1421004415, 180698.577193, 0.391481
2024.1421004731, 180698.968604, 0.391340
2024.1421005047, 180699.359873, 0.391198
2024.1421005363, 180699.751001, 0.391056
2024.1421005680, 180700.141985, 0.390913
2024.1421005996, 180700.532827, 0.390769
2024.1421006312, 180700.923524, 0.390625
2024.1421006628, 180701.314077, 0.390481
2024.1421006944, 180701.704485, 0.390335
2024.1421007261, 180702.094747, 0.390189
2024.1421007577, 180702.484863, 0.390043
2024.1421007893, 180702.874832, 0.389895
2024.1421008209, 180703.264654, 0.389748
2024.1421008526, 180703.654327, 0.389599
2024.1421008842, 180704.043852, 0.389450
2024.1421009158, 180704.433227, 0.389301
2024.1421009474, 180704.822453, 0.389150
2024.1421009791, 180705.211528, 0.389000
2024.1421010107, 180705.600452, 0.388848
2024.1421010423, 180705.989225, 0.388696
2024.1421010739, 180706.377845, 0.388544
2024.1421011055, 180706.766312, 0.388391
2024.1421011372, 180707.154627, 0.388237
2024.1421011688, 180707.542787, 0.388083
2024.1421012004, 180707.930793, 0.387928
2024.1421012320, 180708.318644, 0.387773
2024.1421012637, 180708.706339, 0.387617
2024.1421012953, 180709.093878, 0.387461
2024.1421013269, 180709.481260, 0.387304
2024.1421013585, 180709.868486, 0.387147
2024.1421013902, 180710.255553, 0.386989
2024.1421014218, 180710.642463, 0.386830
2024.1421014534, 180711.029214, 0.386671
2024.1421014850, 180711.415805, 0.386512
2024.1421015166, 180711.802237, 0.386352
2024.1421015483, 180712.188509, 0.386191
2024.1421015799, 180712.574620, 0.386030
2024.1421016115, 180712.960569, 0.385869
2024.1421016431, 180713.346357, 0.385707
2024.1421016748, 180713.731983, 0.385545
2024.1421017064, 180714.117447, 0.385382
2024.1421017380, 180714.502747, 0.385219
2024.1421017696, 180714.887884, 0.385055
2024.1421018013, 180715.272857, 0.384891
2024.1421018329, 180715.657666, 0.384726
2024.1421018645, 180716.042310, 0.384561
2024.1421018961, 180716.426789, 0.384396
2024.1421019277, 180716.811102, 0.384230
2024.1421019594, 180717.195249, 0.384064
2024.1421019910, 180717.579230, 0.383897
2024.1421020226, 180717.963043, 0.383730
2024.1421020542, 180718.346690, 0.383563
2024.1421020859, 180718.730169, 0.383395
2024.1421021175, 180719.113479, 0.383227
2024.1421021491, 180719.496622, 0.383058
2024.1421021807, 180719.879595, 0.382889
2024.1421022124, 180720.262399, 0.382720
2024.1421022440, 180720.645034, 0.382550
2024.1421022756, 180721.027499, 0.382379
2024.1421023072, 180721.409793, 0.382209
2024.1421023388, 180721.791916, 0.382038
2024.1421023705, 180722.173868, 0.381867
2024.1421024021, 180722.555649, 0.381695
2024.1421024337, 180722.937258, 0.381523
2024.1421024653, 180723.318694, 0.381350
2024.1421024970, 180723.699958, 0.381177
2024.1421025286, 180724.081049, 0.381004
2024.1421025602, 180724.461966, 0.380830
2024.1421025918, 180724.842709, 0.380656
2024.1421026235, 180725.223278, 0.380482
2024.1421026551, 180725.603672, 0.380307
2024.1421026867, 180725.983891, 0.380132
2024.1421027183, 180726.363935, 0.379956
2024.1421027499, 180726.743803, 0.379780
2024.1421027816, 180727.123494, 0.379603
2024.1421028132, 180727.503009, 0.379426
2024.1421028448, 180727.882347, 0.379249
2024.1421028764, 180728.261507, 0.379071
2024.1421029081, 180728.640489, 0.378893
2024.1421029397, 180729.019293, 0.378714
2024.1421029713, 180729.397918, 0.378535
2024.1421030029, 180729.776363, 0.378356
2024.1421030346, 180730.154629, 0.378176
2024.1421030662, 180730.532715, 0.377996
2024.1421030978, 180730.910620, 0.377815
2024.1421031294, 180731.288344, 0.377633
2024.1421031611, 180731.665887, 0.377452
2024.1421031927, 180732.043247, 0.377269
2024.1421032243, 180732.420426, 0.377087
2024.1421032559, 180732.797421, 0.376904
2024.1421032875, 180733.174233, 0.376720
2024.1421033192, 180733.550861, 0.376536
2024.1421033508, 180733.927304, 0.376351
2024.1421033824, 180734.303563, 0.376166
2024.1421034140, 180734.679637, 0.375981
2024.1421034457, 180735.055524, 0.375794
2024.1421034773, 180735.431225, 0.375608
2024.1421035089, 180735.806740, 0.375421
2024.1421035405, 180736.182067, 0.375233
2024.1421035722, 180736.557206, 0.375045
2024.1421036038, 180736.932157, 0.374856
2024.1421036354, 180737.306918, 0.374667
2024.1421036670, 180737.681491, 0.374478
2024.1421036986, 180738.055873, 0.374287
2024.1421037303, 180738.430065, 0.374097
2024.1421037619, 180738.804066, 0.373905
2024.1421037935, 180739.177876, 0.373713
2024.1421038251, 180739.551493, 0.373521
2024.1421038568, 180739.924917, 0.373328
2024.1421038884, 180740.298149, 0.373135
2024.1421039200, 180740.671186, 0.372941
2024.1421039516, 180741.044030, 0.372746
2024.1421039833, 180741.416678, 0.372551
2024.1421040149, 180741.789132, 0.372355
2024.1421040465, 180742.161389, 0.372159
2024.1421040781, 180742.533450, 0.371962
2024.1421041097, 180742.905313, 0.371765
2024.1421041414, 180743.276979, 0.371567
2024.1421041730, 180743.648447, 0.371369
2024.1421042046, 180744.019716, 0.371170
2024.1421042362, 180744.390786, 0.370970
2024.1421042679, 180744.761656, 0.370770
2024.1421042995, 180745.132326, 0.370569
2024.1421043311, 180745.502794, 0.370368
2024.1421043627, 180745.873061, 0.370166
2024.1421043944, 180746.243126, 0.369964
2024.1421044260, 180746.612989, 0.369761
2024.1421044576, 180746.982648, 0.369557
2024.1421044892, 180747.352103, 0.369353
2024.1421045208, 180747.721353, 0.369148
2024.1421045525, 180748.090399, 0.368943
2024.1421045841, 180748.459239, 0.368737
2024.1421046157, 180748.827874, 0.368531
2024.1421046473, 180749.196301, 0.368324
2024.1421046790, 180749.564522, 0.368117
2024.1421047106, 180749.932534, 0.367908
2024.1421047422, 180750.300338, 0.367700
2024.1421047738, 180750.667934, 0.367491
2024.1421048055, 180751.035320, 0.367281
2024.1421048371, 180751.402495, 0.367071
2024.1421048687, 180751.769461, 0.366860
2024.1421049003, 180752.136215, 0.366648
2024.1421049319, 180752.502757, 0.366437
2024.1421049636, 180752.869088, 0.366224
2024.1421049952, 180753.235205, 0.366011
2024.1421050268, 180753.601110, 0.365797
2024.1421050584, 180753.966800, 0.365583
2024.1421050901, 180754.332276, 0.365369
2024.1421051217, 180754.697537, 0.365153
2024.1421051533, 180755.062583, 0.364938
2024.1421051849, 180755.427412, 0.364721
2024.1421052166, 180755.792025, 0.364505
2024.1421052482, 180756.156422, 0.364287
2024.1421052798, 180756.520600, 0.364070
2024.1421053114, 180756.884560, 0.363851
2024.1421053430, 180757.248302, 0.363632
2024.1421053747, 180757.611825, 0.363413
2024.1421054063, 180757.975128, 0.363193
2024.1421054379, 180758.338211, 0.362973
2024.1421054695, 180758.701073, 0.362752
2024.1421055012, 180759.063714, 0.362530
2024.1421055328, 180759.426134, 0.362309
2024.1421055644, 180759.788332, 0.362086
2024.1421055960, 180760.150307, 0.361863
2024.1421056277, 180760.512058, 0.361640
2024.1421056593, 180760.873587, 0.361416
2024.1421056909, 180761.234891, 0.361192
2024.1421057225, 180761.595971, 0.360968
2024.1421057541, 180761.956826, 0.360742
2024.1421057858, 180762.317456, 0.360517
2024.1421058174, 180762.677860, 0.360291
2024.1421058490, 180763.038037, 0.360064
2024.1421058806, 180763.397988, 0.359837
2024.1421059123, 180763.757712, 0.359610
2024.1421059439, 180764.117208, 0.359382
2024.1421059755, 180764.476476, 0.359154
2024.1421060071, 180764.835516, 0.358926
2024.1421060388, 180765.194327, 0.358696
2024.1421060704, 180765.552909, 0.358467
2024.1421061020, 180765.911261, 0.358237
2024.1421061336, 180766.269384, 0.358007
2024.1421061652, 180766.627275, 0.357776
2024.1421061969, 180766.984936, 0.357545
2024.1421062285, 180767.342366, 0.357314
2024.1421062601, 180767.699564, 0.357082
2024.1421062917, 180768.056531, 0.356850
2024.1421063234, 180768.413265, 0.356618
2024.1421063550, 180768.769766, 0.356385
2024.1421063866, 180769.126035, 0.356152
2024.1421064182, 180769.482070, 0.355918
2024.1421064499, 180769.837871, 0.355684
2024.1421064815, 180770.193439, 0.355450
2024.1421065131, 180770.548772, 0.355216
2024.1421065447, 180770.903870, 0.354981
2024.1421065764, 180771.258733, 0.354746
2024.1421066080, 180771.613361, 0.354510
2024.1421066396, 180771.967754, 0.354274
2024.1421066712, 180772.321910, 0.354038
2024.1421067028, 180772.675830, 0.353802
2024.1421067345, 180773.029514, 0.353565
2024.1421067661, 180773.382960, 0.353328
2024.1421067977, 180773.736170, 0.353091
2024.1421068293, 180774.089142, 0.352853
2024.1421068610, 180774.441877, 0.352616
2024.1421068926, 180774.794374, 0.352378
2024.1421069242, 180775.146632, 0.352139
2024.1421069558, 180775.498652, 0.351901
2024.1421069875, 180775.850433, 0.351662
2024.1421070191, 180776.201976, 0.351423
2024.1421070507, 180776.553279, 0.351184
2024.1421070823, 180776.904343, 0.350944
2024.1421071139, 180777.255167, 0.350704
2024.1421071456, 180777.605751, 0.350464
2024.1421071772, 180777.956096, 0.350224
2024.1421072088, 180778.306199, 0.349984
2024.1421072404, 180778.656063, 0.349743
2024.1421072721, 180779.005686, 0.349502
2024.1421073037, 180779.355068, 0.349261
2024.1421073353, 180779.704208, 0.349020
2024.1421073669, 180780.053108, 0.348779
2024.1421073986, 180780.401766, 0.348537
2024.1421074302, 180780.750183, 0.348296
2024.1421074618, 180781.098357, 0.348054
2024.1421074934, 180781.446290, 0.347812
2024.1421075250, 180781.793981, 0.347570
2024.1421075567, 180782.141429, 0.347327
2024.1421075883, 180782.488635, 0.347085
2024.1421076199, 180782.835599, 0.346842
2024.1421076515, 180783.182319, 0.346599
2024.1421076832, 180783.528797, 0.346356
2024.1421077148, 180783.875032, 0.346113
2024.1421077464, 180784.221024, 0.345870
2024.1421077780, 180784.566772, 0.345627
2024.1421078097, 180784.912277, 0.345383
2024.1421078413, 180785.257538, 0.345140
2024.1421078729, 180785.602556, 0.344896
2024.1421079045, 180785.947330, 0.344652
2024.1421079361, 180786.291860, 0.344408
2024.1421079678, 180786.636146, 0.344164
2024.1421079994, 180786.980188, 0.343920
2024.1421080310, 180787.323985, 0.343675
2024.1421080626, 180787.667539, 0.343431
2024.1421080943, 180788.010847, 0.343186
2024.1421081259, 180788.353911, 0.342941
2024.1421081575, 180788.696730, 0.342697
2024.1421081891, 180789.039304, 0.342452
2024.1421082208, 180789.381633, 0.342207
2024.1421082524, 180789.723717, 0.341961
2024.1421082840, 180790.065556, 0.341716
2024.1421083156, 180790.407149, 0.341471
2024.1421083472, 180790.748497, 0.341225
2024.1421083789, 180791.089599, 0.340979
2024.1421084105, 180791.430456, 0.340734
2024.1421084421, 180791.771066, 0.340488
2024.1421084737, 180792.111431, 0.340241
2024.1421085054, 180792.451549, 0.339995
2024.1421085370, 180792.791421, 0.339749
2024.1421085686, 180793.131047, 0.339503
2024.1421086002, 180793.470426, 0.339256
2024.1421086319, 180793.809559, 0.339009
2024.1421086635, 180794.148445, 0.338762
2024.1421086951, 180794.487083, 0.338515
2024.1421087267, 180794.825475, 0.338268
2024.1421087583, 180795.163620, 0.338021
2024.1421087900, 180795.501517, 0.337774
2024.1421088216, 180795.839167, 0.337526
2024.1421088532, 180796.176570, 0.337279
2024.1421088848, 180796.513724, 0.337031
2024.1421089165, 180796.850631, 0.336783
2024.1421089481, 180797.187290, 0.336535
2024.1421089797, 180797.523700, 0.336287
2024.1421090113, 180797.859863, 0.336038
2024.1421090430, 180798.195777, 0.335790
2024.1421090746, 180798.531442, 0.335541
2024.1421091062, 180798.866859, 0.335292
2024.1421091378, 180799.202027, 0.335044
2024.1421091694, 180799.536946, 0.334794
2024.1421092011, 180799.871616, 0.334545
2024.1421092327, 180800.206037, 0.334296
2024.1421092643, 180800.540208, 0.334047
2024.1421092959, 180800.874130, 0.333797
2024.1421093276, 180801.207802, 0.333547
2024.1421093592, 180801.541224, 0.333297
2024.1421093908, 180801.874397, 0.333047
2024.1421094224, 180802.207319, 0.332797
2024.1421094541, 180802.539991, 0.332547
2024.1421094857, 180802.872413, 0.332296
2024.1421095173, 180803.204584, 0.332046
2024.1421095489, 180803.536504, 0.331795
2024.1421095806, 180803.868174, 0.331544
2024.1421096122, 180804.199592, 0.331293
2024.1421096438, 180804.530760, 0.331042
2024.1421096754, 180804.861676, 0.330790
2024.1421097070, 180805.192340, 0.330539
2024.1421097387, 180805.522753, 0.330287
2024.1421097703, 180805.852914, 0.330035
2024.1421098019, 180806.182824, 0.329783
2024.1421098335, 180806.512481, 0.329531
2024.1421098652, 180806.841886, 0.329279
2024.1421098968, 180807.171038, 0.329026
2024.1421099284, 180807.499938, 0.328774
2024.1421099600, 180807.828585, 0.328521
2024.1421099917, 180808.156979, 0.328268
2024.1421100233, 180808.485120, 0.328014
2024.1421100549, 180808.813008, 0.327761
2024.1421100865, 180809.140643, 0.327508
2024.1421101181, 180809.468023, 0.327254
2024.1421101498, 180809.795150, 0.327000
2024.1421101814, 180810.122023, 0.326746
2024.1421102130, 180810.448642, 0.326492
2024.1421102446, 180810.775006, 0.326237
2024.1421102763, 180811.101116, 0.325983
2024.1421103079, 180811.426971, 0.325728
2024.1421103395, 180811.752571, 0.325473
2024.1421103711, 180812.077917, 0.325218
2024.1421104028, 180812.403006, 0.324962
2024.1421104344, 180812.727841, 0.324707
2024.1421104660, 180813.052420, 0.324451
2024.1421104976, 180813.376743, 0.324195
2024.1421105292, 180813.700809, 0.323939
2024.1421105609, 180814.024620, 0.323682
2024.1421105925, 180814.348174, 0.323426
2024.1421106241, 180814.671472, 0.323169
2024.1421106557, 180814.994513, 0.322912
2024.1421106874, 180815.317297, 0.322655
2024.1421107190, 180815.639824, 0.322398
2024.1421107506, 180815.962093, 0.322141
